FRJ3552	SP	S.PAULO	Prata	FIAT/SIENA ATTRACTIV 1.4	2014	2014	AUTOMOVEL
ANZ1580	SP	S.PAULO	Verde	FIAT/PALIO FIRE FLEX	2006	2007	AUTOMOVEL
AMY7534	SP	S.PAULO	Amarelo	HONDA/CG 125 FAN	2005	2005	MOTOCICLO
CEQ5253	SP	S.PAULO	Azul	FIAT/UNO MILLE EP	1996	1996	AUTOMOVEL
FAZ9902	SP	S.PAULO	Prata	I/VOLVO XC60 3.0T TOP	2013	2013	CAMIONETA
EBK3155	SP	S.PAULO	Prata	I/NISSAN SENTRA S	2008	2008	AUTOMOVEL
EFU9165	SP	S.PAULO	Azul	SR/RODOFORTSA SRFG	2009	2010	SEMI-REBOQUE
DZY9100	SP	GUARULHOS	Prata	VW/GOL 1.6 POWER	2009	2009	AUTOMOVEL
CFY5120	SP	S.PAULO	Amarelo	FIAT/DOBLO CARGO 1.4	2013	2013	CAMINHONETE
PYK3056	MG	BELO HORIZONTE	Prata	CHEVROLET/ONIX 10MT JOYE	2016	2017	AUTOMOVEL
EJH6343	SP	S.PAULO	Prata	FIAT/PUNTO ELX 1.4	2009	2009	AUTOMOVEL
EYK4281	SP	S.PAULO	Preta	I/FORD FUSION AWD GTDI	2014	2014	AUTOMOVEL
FBO4598	SP	OSASCO	Cinza	VW/FOX 1.6 GII	2012	2012	AUTOMOVEL
FST5032	SP	S.PAULO	Preta	VW/FOX 1.6 HIGHLINE GII	2014	2014	AUTOMOVEL
EKI4279	SP	S.JOSE DO RIO PRETO	Vermelho	HONDA/BIZ 125 MAIS	2010	2010	MOTONETA
MBE5294	SP	MAUA	Verde	GM/CORSA ST	2001	2001	CAMINHONETE
FFF6875	SP	S.BARBARA D OESTE	Preta	VW/NOVO GOL 1.0	2012	2013	AUTOMOVEL
GBY5045	SP	SOROCABA	Branco	BMW/R1200 GS	2015	2015	MOTOCICLO
BYA9741	SP	S.PAULO	Branco	GM/KADETT IPANEMA GL	1994	1995	AUTOMOVEL
EPC5764	SP	PIRACICABA	Cinza	VW/GOL 1.6 POWER	2009	2010	AUTOMOVEL
HRD1330	SP	S.PAULO	Verde	VW/LOGUS GLI 1.8	1994	1994	AUTOMOVEL
FFP9555	SP	AMERICANA	Branco	FIAT/STRADA ADVENTURE CD	2013	2013	CAMINHONETE
EKT6681	SP	S.PAULO	Prata	FIAT/UNO MILLE ECONOMY	2009	2009	AUTOMOVEL
OQT6606	SP	CAMPOS DO JORDAO	Prata	VW/GOL 1.0 GIV	2013	2014	AUTOMOVEL
EYS0206	SP	S.PAULO	Preta	I/HONDA CR-V LX	2011	2011	CAMIONETA
FVO1476	SP	S.JOSE DOS CAMPOS	Preta	VW/GOL SPECIAL MB	2014	2015	AUTOMOVEL
FRJ9344	SP	S.PAULO	Branco	FORD/ECOSPORT TIT AT 2.0	2014	2014	CAMIONETA
ETE8697	SP	RIBEIRAO PIRES	Branco	HYUNDAI/HR HDB	2011	2011	CAMINHONETE
EBG5667	SP	DRACENA	Prata	GM/MONTANA CONQUEST	2008	2009	CAMINHONETE
FSU8295	SP	S.VICENTE	Branco	VW/NOVO GOL 1.0 CITY	2013	2014	AUTOMOVEL
FLF6195	SP	S.ANDRE	Branco	CHEVROLET/CRUZE LT HB	2013	2013	AUTOMOVEL
ELS2807	SP	S.PAULO	Preta	I/CHEVROLET AGILE LTZ	2009	2009	AUTOMOVEL
AGX7347	SP	S.BERNARDO DO CAMPO	Branco	VW/KOMBI	1997	1997	CAMIONETA
DFY0915	SP	S.JOAQUIM DA BARRA	Prata	VW/GOL 1.0 GIV	2009	2010	AUTOMOVEL
FDS1205	SP	S.PAULO	Prata	CHEV/PRISMA 1.0MT ADV	2014	2015	AUTOMOVEL
EHR6799	SP	RIBEIRAO PRETO	Cinza	HONDA/CG150 TITAN MIX KS	2009	2009	MOTOCICLO
BGY2770	SP	SUZANO	Cinza	GM/ENVEMO SAN FRANC. CD	1985	1985	CAMIONETA
ENM2876	SP	MAIRIPORA	Verde	GM/CELTA 4P SPIRIT	2010	2010	AUTOMOVEL
FVB1899	SP	S.PAULO	Preta	I/HYUNDAI HB20 1.0 MT	2017	2017	AUTOMOVEL
FLI0313	SP	S.PAULO	Cinza	HONDA/CIVIC LXR	2013	2014	AUTOMOVEL
FZC9293	MS	APARECIDA DO TABOADO	Branco	CHEVROLET/S10 LTZ DD4A	2015	2015	CAMINHONETE
ARZ5374	SP	S.PAULO	Preta	I/HYUNDAI TUCSON GLS 20L	2009	2010	CAMIONETA
EQN8663	SP	S.BERNARDO DO CAMPO	Prata	I/HYUNDAI I30 2.0	2011	2012	AUTOMOVEL
CVM9929	SP	GUARUJA	Prata	FORD/FIESTA EDGE	2002	2003	AUTOMOVEL
CCJ4638	SP	S.PAULO	Vermelho	VW/GOL 1000I	1996	1996	AUTOMOVEL
CAR0544	SP	S.PAULO	Verde	GM/MONZA SL/E 2.0	1989	1989	AUTOMOVEL
JEB2312	SP	FRANCA	Prata	GM/KADETT SL	1991	1992	AUTOMOVEL
FMJ5578	SP	OSASCO	Cinza	CHEV/PRISMA 1.0MT ADV	2014	2015	AUTOMOVEL
EXY5715	SP	S.PAULO	Prata	CITROEN/C3 AIRCROSS GLXA	2011	2012	AUTOMOVEL
DRC6567	SP	S.ANDRE	Preta	FORD/KA GL	2005	2005	AUTOMOVEL
DYL4430	SP	S.PAULO	Preta	HONDA/NX-4 FALCON	2007	2007	MOTOCICLO
BIU4408	SP	S.ANDRE	Cinza	FIAT/UNO S IE	1992	1993	AUTOMOVEL
FBQ5823	SP	GUARULHOS	Prata	VW/FOX 1.6 GII	2012	2013	AUTOMOVEL
BIU0540	SP	CAMPINAS	Cinza	FIAT/UNO MILLE	1990	1991	AUTOMOVEL
HNK8133	SP	S.PAULO	Cinza	VW/GOL 1.0	2010	2011	AUTOMOVEL
FLV3342	SP	MAUA	Vermelho	FIAT/PALIO ESSENCE 1.6	2013	2014	AUTOMOVEL
FAD2960	SP	S.PAULO	Prata	HYUNDAI/TUCSON GLSB	2013	2014	CAMIONETA
DYA4078	SP		Preta	VW/POLO SEDAN 1.6	2007	2007	AUTOMOVEL
CXM6182	SP	GUARUJA	Azul	GM/CORSA WIND	2000	2000	AUTOMOVEL
EQL8695	SP	GUARULHOS	Prata	FIAT/PALIO FIRE ECONOMY	2010	2011	AUTOMOVEL
DWP5245	SP	S.PAULO	Preta	I/HYUNDAI TUCSON GLS 20L	2007	2007	CAMIONETA
CON8457	SP	GUARULHOS	Amarelo	VW/VW FUSCA 1300 L	1978	1979	AUTOMOVEL
PYM6880	MG	BELO HORIZONTE	Branco	FORD/KA SE 1.0 HA B	2016	2017	AUTOMOVEL
MDT7690	SP	GUAIRA	Preta	H/HONDA XLX 350 R	1987	1988	MOTOCICLO
EWM2998	SP	VINHEDO	Preta	RENAULT/SANDERO AUT1016V	2011	2012	AUTOMOVEL
FZA1850	SP	POA	Preta	FIAT/PALIO ATTRACTIV 1.0	2014	2014	AUTOMOVEL
HDN3523	SP	JAGUARIUNA	Branco	MMC/L200 4X4 GL	2010	2011	CAMINHONETE
FKD4329	SP	S.PAULO	Branco	YAMAHA/YBR150 FACTOR ED	2017	2018	MOTOCICLO
CJO3717	SP	COTIA	Branco	FIAT/UNO MILLE SX	1997	1997	AUTOMOVEL
EYN9599	SP	OSASCO	Cinza	I/CHEVROLET AGILE LTZ	2011	2011	AUTOMOVEL
EQO7751	SP	POA	Prata	HYUNDAI/HR HDB	2012	2012	CAMINHONETE
AZQ7404	PR	CURITIBA	Prata	FIAT/PALIO FIRE	2015	2015	AUTOMOVEL
FEV5515	SP	S.PAULO	Preta	FORD/KA SPORT 1.6 FLEX	2012	2012	AUTOMOVEL
EDB4983	SP	SAO BERNARDO DO CAMP	Preta	FIAT/SIENA ELX FLEX	2008	2008	AUTOMOVEL
ODR2711	SP	COTIA	Azul	HONDA/CG150FANCARGO ESDI	2013	2013	MOTOCICLO
BMW2143	SP	S.JOSE DO RIO PRETO	Azul	I/BMW 328I 3A51	2013	2014	AUTOMOVEL
EPZ9379	SP	GUARULHOS	Cinza	I/FIAT SIENA FIRE FLEX	2010	2010	AUTOMOVEL
DRY6722	SP	BARUERI	Vermelho	YAMAHA/YBR 125K	2005	2005	MOTOCICLO
EYC2726	SP	SAO BERNARDO DO CAMP	Prata	CHEVROLET/MONTANA SPORT	2011	2011	CAMINHONETE
FVN4094	SP	S.PAULO	Cinza	BMW/F700 GS	2016	2017	MOTOCICLO
BRD3920	SP	S.PAULO	Vermelho	FIAT/UNO ELETRONIC	1994	1995	AUTOMOVEL
BOC3677	SP	JUQUITIBA	Preta	FIAT/UNO ELETRONIC	1993	1994	AUTOMOVEL
JKA5977	SP	S.PAULO	Preta	KAWASAKI/ER-6N	2012	2012	MOTOCICLO
BKW3227	SP	S.BERNARDO DO CAMPO	Branco	VW/GOL CL	1992	1993	AUTOMOVEL
FLE8549	SP	COSMOPOLIS	Preta	FIAT/PALIO FIRE	2014	2014	AUTOMOVEL
DZB4375	SP	S.PAULO	Branco	HYUNDAI/HR HDB	2009	2009	CAMINHONETE
AGJ1868	PR	CAMBE	Branco	GM/KADETT GL	1996	1996	AUTOMOVEL
DGF9207	SP	SAO JOSE DO RIO PRET	Azul	HONDA/CG 125 TITAN KS	2003	2003	MOTOCICLO
FDI6235	SP	S.PAULO	Vermelho	FORD/KA FLEX	2012	2012	AUTOMOVEL
HJZ2692	SP	S.PAULO	Prata	FIAT/UNO MILLE ECONOMY	2011	2012	AUTOMOVEL
PXO7305	SP	S.PAULO	Prata	CHEVROLET/ONIX 1.0MT LT	2016	2016	AUTOMOVEL
FTB7631	SP	S.ANDRE	Prata	HONDA/FIT CX FLEX	2014	2014	AUTOMOVEL
FEI1085	SP	JUNDIAI	Branco	VOLVO/FH 460 6X2T	2013	2013	CAMINHÃO TRATOR
EOM3220	SP	ARACATUBA	Preta	I/FORD FUSION V6	2010	2010	AUTOMOVEL
CNW3369	SP	DIADEMA	Vermelho	IMP/VW GOL CL 1.6 MI	1997	1997	AUTOMOVEL
GDV9260	SP	GUARULHOS	Branco	CHEV/PRISMA 1.4AT LT	2015	2016	AUTOMOVEL
FBN2825	SP	RIBEIRAO PRETO	Cinza	VW/SAVEIRO 1.6 CE	2011	2012	CAMINHONETE
FEB1939	SP	S.PAULO	Preta	FIAT/SIENA ESSENC 1.6 DL	2012	2013	AUTOMOVEL
FVF0855	SP	S.PAULO	Cinza	I/CHERY FACE 1.3	2013	2014	AUTOMOVEL
GKA8046	SP	S.PAULO	Prata	FIAT/SIENA ATTRACTIV 1.4	2017	2017	AUTOMOVEL
BGT3068	SP	GUARARAPES	Branco	VW/GOL CL	1989	1989	AUTOMOVEL
FQZ3680	SP	ITAPETININGA	Cinza	SR/NOMA SRAB2E18 BCMT	2014	2014	SEMI-REBOQUE
DEK0941	SP	S.CARLOS	Prata	HONDA/CG 125 TITAN KS	2002	2002	MOTOCICLO
BUA4185	SP	CAMPINAS	Azul	FIAT/UNO ELETRONIC	1995	1995	AUTOMOVEL
ETM5378	SP	PRAIA GRANDE	Prata	I/HYUNDAI I30 2.0	2010	2011	AUTOMOVEL
FIK2758	SP	S.PAULO	Preta	FIAT/UNO VIVACE 1.0	2013	2013	AUTOMOVEL
AXE5263	PR	MARINGA	Vermelho	FORD/CARGO 2429 L	2013	2013	CAMINHÃO
FFF8793	SP	BOTUCATU	Cinza	FIAT/PALIO ATTRACTIV 1.0	2013	2013	AUTOMOVEL
CPM8529	SP	TABOAO DA SERRA	Cinza	FIAT/UNO CS	1987	1987	AUTOMOVEL
EUP7241	SP	S.PAULO	Bege	RENAULT/SANDERO EXP1016V	2011	2012	AUTOMOVEL
	MG	BELO HORIZONTE	Prata	VW/VOYAGE TL MB	2016	2017	AUTOMOVEL
FAS3786	SP	S.PAULO	Prata	FORD/FIESTA FLEX	2012	2012	AUTOMOVEL
FYM9188	SP	S.PAULO	Branco	HYUNDAI/HB20S 1.6A COMF	2014	2014	AUTOMOVEL
EFN0446	SP	OSASCO	Prata	JTA/SUZUKI AN125	2008	2009	MOTONETA
DZP0307	SP	S.PAULO	Preta	HONDA/CG 150 TITAN KS	2008	2008	MOTOCICLO
ECD6753	SP	GUARUJA	Azul	YAMAHA/LANDER XTZ250	2008	2008	MOTOCICLO
EYL8509	SP	S.PAULO	Branco	FIAT/FIORINO FLEX	2011	2012	CAMINHONETE
FID9465	SP	S.ANDRE	Vermelho	HONDA/NXR150 BROS ESD	2013	2013	MOTOCICLO
EMF3316	SP	S.PAULO	Vermelho	I/RENAULT CLIO CAM 10H3P	2009	2010	AUTOMOVEL
PYJ5483	MG	BELO HORIZONTE	Prata	CHEVROLET/ONIX 10MT JOYE	2016	2017	AUTOMOVEL
FGV8716	SP	GUARULHOS	Prata	HONDA/PCX 150	2016	2017	MOTONETA
PZH7944	MG	BELO HORIZONTE	Prata	VW/NOVO VOYAGE TL MBV	2017	2017	AUTOMOVEL
FAJ1314	SP	S.PAULO	Cinza	FIAT/UNO WAY 1.0	2012	2012	AUTOMOVEL
CDO0582	SP	S.JOSE DO RIO PRETO	Preta	HONDA/CG 150 TITAN KS	2008	2008	MOTOCICLO
DTO7223	SP	ILHA SOLTEIRA	Amarelo	HONDA/CBX 250 TWISTER	2006	2007	MOTOCICLO
BGZ7395	SP	SUZANO	Vermelho	M.B./M.BENZ	1977	1977	CAMINHÃO
BAQ7251	SP	SUMARE	Prata	TOYOTA/ETIOS HB X 13L MT	2016	2017	AUTOMOVEL
GFL8586	SP	RIO CLARO	Cinza	TOYOTA/COROLLA GLI18 CVT	2016	2017	AUTOMOVEL
ENQ0102	SP	AMERICANA	Cinza	HONDA/FIT LX FLEX	2009	2009	AUTOMOVEL
FXT3097	SP	S.PAULO	Vermelho	CHEV/PRISMA 1.0MT LT	2014	2015	AUTOMOVEL
FPU8210	SP	RIBEIRAO PRETO	Branco	HONDA/BIZ 125 EX	2015	2015	MOTONETA
GIH2453	SP	PRAIA GRANDE	Preta	HONDA/NC 750X	2016	2015	MOTOCICLO
FOI9335	SP	S.PAULO	Verde	FIAT/DOBLO ADV 1.8 FLEX	2015	2015	AUTOMOVEL
AFE1398	SC	TANGARA	Azul	VW/GOL 1.0	1995	1995	AUTOMOVEL
DWN7455	SP	S.PAULO	Preta	FIAT/IDEA ADVENTURE FLEX	2007	2007	AUTOMOVEL
KYH0234	SP	S.PAULO	Vermelho	FIAT/PALIO FIRE FLEX	2006	2007	AUTOMOVEL
ETT3716	SP	S.MANUEL	Branco	VW/NOVO GOL 1.0	2012	2013	AUTOMOVEL
EUL5103	SP	S.PAULO	Preta	VW/CROSSFOX GII	2010	2011	AUTOMOVEL
FKP9994	SP	S.ANDRE	Branco	FORD/KA SE 1.0 HA B	2016	2017	AUTOMOVEL
EJN3401	SP	S.PAULO	Prata	HONDA/CB 300R	2010	2010	MOTOCICLO
HHR1045	SP	BARUERI	Branco	FIAT/FIORINO FLEX	2007	2008	CAMINHONETE
ERR1272	SP	AVARE	Prata	FORD/FIESTA 1.6 FLEX	2011	2011	AUTOMOVEL
KEC1887	SP	ARTUR NOGUEIRA	Vermelho	HONDA/NX-4 FALCON	2000	2000	MOTOCICLO
KVW2287	SP	EMBU DAS ARTES	Preta	HONDA/CG 125 FAN	2007	2008	MOTOCICLO
GFS2850	SP	MIGUELOPOLIS	Branco	VW/SAVEIRO CE CROSS MA	2016	2017	CAMINHONETE
EMJ8765	SP	S.BERNARDO DO CAMPO	Cinza	I/CHEVROLET AGILE LTZ	2009	2010	AUTOMOVEL
GJG4390	SP	S.PAULO	Preta	HONDA/CG 160 TITAN EX	2016	2017	MOTOCICLO
EIO0342	SP	S.PAULO	Prata	HYUNDAI/HB20X 1.6A 1.6 A	2013	2014	AUTOMOVEL
EXL5370	SP	S.PAULO	Vermelho	HONDA/CB 300R	2014	2014	MOTOCICLO
ETC8154	SP	S.PAULO	Prata	FIAT/IDEA ATTRACTIVE 1.4	2012	2012	AUTOMOVEL
EUD4354	SP	S.PAULO	Preta	FIAT/IDEA ESSENCE 1.6	2010	2010	AUTOMOVEL
FGJ7006	SP	S.PAULO	Prata	CHEVROLET/CELTA 1.0L LT	2012	2013	AUTOMOVEL
FCP6263	SP	S.PAULO	Prata	VW/VOYAGE TL MA	2015	2016	AUTOMOVEL
JID9304	SP	S.JOSE DOS CAMPOS	Preta	PEUGEOT/207PASSION XR S	2009	2010	AUTOMOVEL
DNU2816	SP	S.PAULO	Prata	VW/POLO SEDAN 1.6	2005	2005	AUTOMOVEL
DFB4712	SP	JARDINOPOLIS	Vermelho	HONDA/CBX 250 TWISTER	2002	2002	MOTOCICLO
CQQ8789	SP	S.PAULO	Azul	HONDA/NX-4 FALCON	1999	2000	MOTOCICLO
AKB2064	SP	MIGUELOPOLIS	Branco	GM/S10 2.8 D	2001	2001	CAMINHONETE
KMM1249	SP	S.PAULO	Branco	FIAT/UNO MILLE SX	1997	1997	AUTOMOVEL
FMP9788	SP	S.PAULO	Preta	TOYOTA/COROLLA XEI20FLEX	2013	2014	AUTOMOVEL
FYW7196	SP	EMBU DAS ARTES	Prata	FIAT/STRADA WORKING	2015	2015	CAMINHONETE
EMN0558	SP	ITAQUAQUECETUBA	Cinza	FIAT/SIENA EL FLEX	2010	2010	AUTOMOVEL
CTG7866	SP	GUARULHOS	Azul	I/HONDA CBR 900RR	1999	1999	MOTOCICLO
EDL2023	SP	RIBEIRAO PRETO	Prata	HONDA/CITY LX FLEX	2010	2011	AUTOMOVEL
DHO6912	SP	DIADEMA	Cinza	VW/GOL 1.0	2006	2006	AUTOMOVEL
DZF8097	SP	S.JOSE DOS CAMPOS	Prata	FIAT/PALIO ELX FLEX	2007	2008	AUTOMOVEL
BOC1932	SP	SANTOS	Prata	VW/VW FUSCA 1600	1994	1994	AUTOMOVEL
ERN1486	SP	VALINHOS	Cinza	RENAULT/SANDERO EXP1016V	2010	2011	AUTOMOVEL
GCN2858	SP	S.PAULO	Preta	HONDA/HR-V EX CVT	2017	2017	AUTOMOVEL
MBE4720	SP	SUZANO	Prata	VW/GOL CL	1991	1991	AUTOMOVEL
ETS4881	SP	CAMPINAS	Cinza	CHEVROLET/CELTA 1.0L LS	2011	2012	AUTOMOVEL
BGD6319	SP	S.PAULO	Azul	VW/GOL CL	1991	1991	AUTOMOVEL
EQS9077	SP	S.PAULO	Amarelo	HONDA/CB 300R	2011	2011	MOTOCICLO
EUP4998	SP	S.PAULO	Prata	FIAT/PALIO WK ATTRAC 1.4	2011	2011	AUTOMOVEL
FKQ3178	SP	DIADEMA	Branco	CHEV/PRISMA 1.4MT LT	2014	2015	AUTOMOVEL
FPN4184	SP	S.PAULO	Branco	HYUNDAI/HB20 1.0M COMFOR	2015	2015	AUTOMOVEL
FZO4977	SP	S.PAULO	Branco	I/VW GOLF COMFORTLINE AC	2014	2015	AUTOMOVEL
FAV2062	SP	S.PAULO	Preta	HONDA/NXR150 BROS ESD	2012	2012	MOTOCICLO
BYK8769	SP	S.PAULO	Vermelho	HONDA/CG 150 TITAN KS	2009	2009	MOTOCICLO
